Employee_ID,Department,Hire_Year,Salary_Band,Annual_Salary,Remote_Work,Tenure_Years,Manager_Satisfaction,Promotions_Last_5_Years,Overtime_Hours_Per_Month,Attrition
EMP-10334,HR,2010,Mid Level,87817,Hybrid,14,1.0,0,42,Yes
EMP-10335,Marketing,2015,Entry Level,46779,Hybrid,9,2.0,1,5,No
EMP-10336,Finance,2022,Mid Level,84138,Hybrid,2,3.0,0,13,No
EMP-10337,Sales,2010,Mid Level,86136,Never,14,4.0,0,4,Yes
EMP-10338,Sales,2011,Senior,126629,Hybrid,13,2.0,0,13,No
EMP-10339,Marketing,2020,Senior,125602,Fully Remote,4,3.0,1,20,No
EMP-10340,Sales,2015,Entry Level,49744,Fully Remote,9,1.0,1,37,Yes
EMP-10341,Marketing,2020,Mid Level,85738,Fully Remote,4,2.0,0,11,No
EMP-10342,Sales,2020,Senior,128644,Hybrid,4,5.0,0,10,No
EMP-10343,Sales,2012,Entry Level,50103,Hybrid,12,2.0,0,38,Yes
EMP-10344,Marketing,2012,Senior,125195,Hybrid,12,4.0,0,24,No
EMP-10345,Engineering,2022,Mid Level,82591,Hybrid,2,4.0,1,26,No
EMP-10346,Marketing,2019,Mid Level,81029,Hybrid,5,1.0,0,35,Yes
EMP-10347,Engineering,2019,Entry Level,51968,Fully Remote,5,4.0,1,20,Yes
EMP-10348,Sales,2023,Mid Level,84545,Hybrid,1,5.0,0,0,No
EMP-10349,Marketing,2023,Entry Level,52117,Hybrid,1,,0,33,Yes
EMP-10350,Engineering,2019,Mid Level,85783,Never,5,3.0,0,20,No
EMP-10351,Engineering,2012,Mid Level,85618,Hybrid,12,2.0,0,10,Yes
EMP-10352,Engineering,2010,Entry Level,51160,Fully Remote,14,5.0,0,2,Yes
EMP-10353,Engineering,2010,Senior,133442,Hybrid,14,1.0,0,23,Yes
EMP-10354,Engineering,2021,Mid Level,87260,Hybrid,3,4.0,1,20,No
EMP-10355,Marketing,2018,Mid Level,84994,Hybrid,6,5.0,0,28,Yes
EMP-10356,Engineering,2011,Mid Level,83406,Never,13,4.0,0,20,Yes
EMP-10357,Engineering,2022,Entry Level,45002,Hybrid,2,4.0,2,12,No
EMP-10358,Engineering,2020,Entry Level,53026,Hybrid,4,3.0,1,18,No
EMP-10359,Marketing,2021,Senior,131457,Hybrid,3,1.0,0,8,No
EMP-10360,Marketing,2010,Senior,127618,Hybrid,14,,0,18,Yes
EMP-10361,Sales,2010,Senior,125489,Hybrid,14,3.0,0,22,No
EMP-10362,Engineering,2022,Entry Level,46629,Hybrid,2,3.0,0,13,No
EMP-10363,HR,2019,Mid Level,87485,Hybrid,5,4.0,0,8,No
EMP-10364,Sales,2015,Mid Level,84251,Hybrid,9,5.0,0,4,No
EMP-10365,Sales,2019,Mid Level,89555,Fully Remote,5,4.0,0,61,No
EMP-10366,HR,2014,Entry Level,54732,Hybrid,10,5.0,1,4,No
EMP-10367,Marketing,2023,Mid Level,86033,Hybrid,1,5.0,0,16,No
EMP-10368,Sales,2020,Mid Level,81474,Never,4,3.0,2,24,No
EMP-10369,Sales,2010,Entry Level,51644,Hybrid,14,3.0,0,22,Yes
EMP-10370,Sales,2013,Mid Level,88706,Hybrid,11,,1,14,No
EMP-10371,Marketing,2022,Mid Level,87082,Hybrid,2,3.0,0,18,No
EMP-10372,Engineering,2011,Senior,130780,Hybrid,13,5.0,1,9,No
EMP-10373,Engineering,2018,Senior,131837,Hybrid,6,3.0,1,6,No
EMP-10374,Finance,2018,Entry Level,51982,Hybrid,6,1.0,1,4,No
EMP-10375,Sales,2010,Mid Level,88566,Hybrid,14,2.0,0,22,Yes
EMP-10376,Engineering,2015,Mid Level,88996,Hybrid,9,2.0,0,2,No
EMP-10377,Engineering,2021,Entry Level,50021,Hybrid,3,4.0,0,8,No
EMP-10378,Engineering,2020,Entry Level,52382,Hybrid,4,5.0,2,17,No
EMP-10379,Marketing,2019,Executive,198805,Never,5,1.0,0,28,Yes
EMP-10380,Engineering,2010,Mid Level,86065,Hybrid,14,5.0,0,7,No
EMP-10381,Sales,2017,Mid Level,87972,Never,7,4.0,0,11,No
EMP-10382,Finance,2017,Mid Level,84134,Hybrid,7,5.0,0,2,No
EMP-10383,Engineering,2019,Entry Level,52542,Fully Remote,5,2.0,0,29,No
EMP-10384,Engineering,2019,Entry Level,50462,Hybrid,5,3.0,0,2,Yes
EMP-10385,Engineering,2019,Entry Level,45687,Fully Remote,5,2.0,0,19,Yes
EMP-10386,Finance,2016,Mid Level,87124,Never,8,1.0,1,42,Yes
EMP-10387,HR,2012,Mid Level,85558,Hybrid,12,1.0,1,7,No
EMP-10388,Engineering,2022,Mid Level,81881,Fully Remote,2,5.0,0,19,No
EMP-10389,Engineering,2022,Executive,196666,Fully Remote,2,4.0,0,28,No
EMP-10390,Marketing,2017,Entry Level,49482,Fully Remote,7,1.0,1,4,No
EMP-10391,Engineering,2014,Mid Level,84820,Hybrid,10,1.0,0,4,No
EMP-10392,Sales,2019,Entry Level,47979,Never,5,4.0,0,3,No
EMP-10393,Engineering,2011,Entry Level,53102,Hybrid,13,3.0,0,35,Yes
EMP-10394,Marketing,2015,Mid Level,80497,Hybrid,9,1.0,1,41,Yes
EMP-10395,Marketing,2014,Entry Level,45142,Never,10,,1,3,No
EMP-10396,Engineering,2013,Mid Level,83072,Never,11,1.0,0,27,No
EMP-10397,Marketing,2021,Entry Level,54536,Hybrid,3,1.0,1,4,No
EMP-10398,Sales,2010,Entry Level,54783,Hybrid,14,2.0,1,12,Yes
EMP-10399,Sales,2015,Entry Level,54008,Fully Remote,9,1.0,0,6,Yes
EMP-10400,Sales,2020,Entry Level,54765,Hybrid,4,3.0,0,5,No
EMP-10401,Marketing,2020,Mid Level,83176,Hybrid,4,5.0,0,18,No
EMP-10402,Engineering,2023,Mid Level,82863,Hybrid,1,3.0,1,1,No
EMP-10403,Finance,2013,Entry Level,52755,Hybrid,11,3.0,0,2,Yes
EMP-10404,Engineering,2012,Mid Level,88002,Fully Remote,12,2.0,2,15,Yes
EMP-10405,Sales,2012,Senior,127398,Hybrid,12,5.0,0,18,No
EMP-10406,Marketing,2010,Entry Level,50552,Hybrid,14,2.0,0,6,No
EMP-10407,Sales,2022,Mid Level,87192,Never,2,2.0,0,19,Yes
EMP-10408,Sales,2021,Mid Level,82773,Fully Remote,3,4.0,0,1,No
EMP-10409,Engineering,2013,Mid Level,82052,Hybrid,11,,1,24,No
EMP-10410,Sales,2015,Entry Level,53551,Never,9,1.0,1,22,Yes
EMP-10411,Engineering,2019,Mid Level,82504,Never,5,5.0,0,8,Yes
EMP-10412,Marketing,2013,Entry Level,54828,Never,11,,0,3,No
EMP-10413,Sales,2014,Mid Level,83758,Hybrid,10,3.0,0,6,Yes
EMP-10414,Engineering,2023,Entry Level,48580,Fully Remote,1,3.0,0,7,No
EMP-10415,Engineering,2015,Entry Level,51169,Fully Remote,9,2.0,1,11,No
EMP-10416,Engineering,2011,Entry Level,52566,Hybrid,13,1.0,2,27,No
EMP-10417,Finance,2012,Mid Level,81895,Never,12,3.0,0,26,Yes
EMP-10418,Engineering,2012,Senior,126956,Fully Remote,12,5.0,0,11,Yes
EMP-10419,Engineering,2021,Entry Level,47284,Never,3,4.0,0,2,No
EMP-10420,Sales,2018,Entry Level,47418,Fully Remote,6,2.0,1,40,Yes
EMP-10421,Engineering,2015,Entry Level,49266,Never,9,5.0,1,7,No
EMP-10422,Engineering,2022,Entry Level,50737,Fully Remote,2,4.0,1,10,No
EMP-10423,Engineering,2013,Mid Level,84906,Hybrid,11,3.0,0,26,No
EMP-10424,Finance,2014,Entry Level,47806,Hybrid,10,3.0,2,7,No
EMP-10425,Finance,2016,Entry Level,46814,Hybrid,8,2.0,0,41,Yes
EMP-10426,Marketing,2016,Mid Level,83096,Hybrid,8,4.0,0,12,No
EMP-10427,HR,2018,Mid Level,85578,Hybrid,6,3.0,1,2,Yes
EMP-10428,Marketing,2023,Executive,200450,Never,1,4.0,0,39,No
EMP-10429,Sales,2015,Senior,125075,Hybrid,9,3.0,0,0,No
EMP-10430,Engineering,2020,Entry Level,45016,Never,4,4.0,0,26,Yes
EMP-10431,Engineering,2019,Entry Level,54117,Never,5,4.0,0,14,Yes
EMP-10432,Engineering,2022,Mid Level,85555,Fully Remote,2,3.0,0,17,No
EMP-10433,Engineering,2013,Senior,127965,Hybrid,11,1.0,0,6,Yes
EMP-10434,Sales,2012,Senior,127581,Hybrid,12,5.0,0,55,Yes
EMP-10435,Engineering,2015,Entry Level,48121,Never,9,1.0,0,11,Yes
EMP-10436,Sales,2019,Mid Level,86792,Hybrid,5,,2,0,No
EMP-10437,Finance,2012,Executive,195287,Hybrid,12,5.0,1,63,No
EMP-10438,Engineering,2010,Mid Level,85002,Hybrid,14,5.0,0,4,No
EMP-10439,Marketing,2010,Entry Level,50300,Fully Remote,14,4.0,0,15,No
EMP-10440,Sales,2019,Senior,125011,Never,5,2.0,1,28,Yes
EMP-10441,Marketing,2011,Senior,129873,Hybrid,13,4.0,0,21,No
EMP-10442,Sales,2019,Mid Level,85672,Hybrid,5,5.0,1,28,No
EMP-10443,Sales,2018,Mid Level,85807,Hybrid,6,1.0,1,24,Yes
EMP-10444,Engineering,2017,Mid Level,87452,Hybrid,7,2.0,1,50,No
EMP-10445,Engineering,2014,Entry Level,50247,Never,10,5.0,1,6,No
EMP-10446,Sales,2015,Senior,132697,Fully Remote,9,5.0,2,23,No
EMP-10447,Sales,2014,Mid Level,89103,Never,10,3.0,0,0,No
EMP-10448,Marketing,2021,Entry Level,45371,Never,3,4.0,1,1,No
EMP-10449,Sales,2014,Entry Level,47237,Fully Remote,10,1.0,0,2,Yes
EMP-10450,Marketing,2018,Executive,199932,Hybrid,6,1.0,0,16,Yes
EMP-10451,Sales,2016,Entry Level,51754,Hybrid,8,3.0,0,31,No
EMP-10452,Engineering,2010,Entry Level,50231,Hybrid,14,5.0,1,13,Yes
EMP-10453,Engineering,2021,Entry Level,49085,Hybrid,3,4.0,1,30,No
EMP-10454,Sales,2018,Mid Level,85162,Hybrid,6,4.0,0,23,Yes
EMP-10455,Sales,2019,Executive,199306,Never,5,5.0,0,1,No
EMP-10456,Finance,2020,Mid Level,83346,Never,4,3.0,2,11,No
EMP-10457,Sales,2010,Entry Level,45262,Hybrid,14,3.0,0,33,No
EMP-10458,Engineering,2023,Entry Level,45599,Hybrid,1,3.0,2,0,No
EMP-10459,Finance,2013,Senior,132382,Hybrid,11,3.0,2,16,No
EMP-10460,Engineering,2018,Mid Level,83618,Hybrid,6,3.0,0,2,No
EMP-10461,Finance,2022,Mid Level,86719,Hybrid,2,1.0,0,7,No
EMP-10462,Engineering,2016,Mid Level,81464,Hybrid,8,2.0,0,2,No
EMP-10463,Engineering,2010,Mid Level,88693,Hybrid,14,4.0,0,19,Yes
EMP-10464,Engineering,2012,Mid Level,85930,Fully Remote,12,3.0,0,11,No
EMP-10465,Finance,2012,Entry Level,48622,Hybrid,12,3.0,0,14,No
EMP-10466,Marketing,2023,Mid Level,80692,Fully Remote,1,2.0,1,26,Yes
EMP-10467,Engineering,2019,Entry Level,54316,Fully Remote,5,4.0,0,7,No
EMP-10468,Finance,2019,Entry Level,54035,Fully Remote,5,3.0,0,31,No
EMP-10469,Sales,2013,Entry Level,54350,Hybrid,11,,0,2,No
EMP-10470,Engineering,2020,Entry Level,51748,Hybrid,4,3.0,1,13,Yes
EMP-10471,Sales,2016,Senior,134627,Hybrid,8,3.0,2,11,No
EMP-10472,Sales,2015,Mid Level,81353,Never,9,5.0,1,11,No
EMP-10473,Engineering,2012,Mid Level,85515,Never,12,4.0,0,13,No
EMP-10474,Engineering,2016,Mid Level,88022,Hybrid,8,4.0,0,0,No
EMP-10475,Finance,2014,Entry Level,48496,Hybrid,10,,0,0,No
EMP-10476,Engineering,2023,Mid Level,89915,Hybrid,1,1.0,0,2,Yes
EMP-10477,Engineering,2020,Entry Level,54356,Hybrid,4,5.0,2,2,Yes
EMP-10478,Sales,2021,Mid Level,87235,Never,3,3.0,1,8,No
EMP-10479,Sales,2017,Executive,196141,Hybrid,7,5.0,0,1,No
EMP-10480,Sales,2021,Mid Level,85266,Never,3,2.0,1,15,No
EMP-10481,Sales,2021,Senior,132607,Fully Remote,3,1.0,0,57,No
EMP-10482,Engineering,2020,Mid Level,85296,Hybrid,4,4.0,1,30,No
EMP-10483,Marketing,2015,Mid Level,84539,Hybrid,9,4.0,2,2,No
EMP-10484,Sales,2019,Mid Level,80626,Hybrid,5,1.0,0,6,No
EMP-10485,Engineering,2020,Mid Level,81882,Hybrid,4,1.0,1,3,No
EMP-10486,Sales,2019,Mid Level,84340,Never,5,4.0,1,6,No
EMP-10487,Marketing,2022,Mid Level,88219,Hybrid,2,4.0,0,8,No
EMP-10488,Sales,2018,Entry Level,50622,Hybrid,6,5.0,0,1,No
EMP-10489,Sales,2013,Entry Level,49248,Hybrid,11,5.0,0,15,Yes
EMP-10490,Marketing,2011,Mid Level,89856,Fully Remote,13,3.0,1,5,No
EMP-10491,Sales,2011,Entry Level,52237,Hybrid,13,5.0,0,13,No
EMP-10492,Sales,2023,Entry Level,45478,Never,1,2.0,0,7,Yes
EMP-10493,Engineering,2013,Mid Level,83332,Hybrid,11,3.0,0,18,No
EMP-10494,Engineering,2019,Mid Level,87533,Fully Remote,5,5.0,0,31,Yes
EMP-10495,Sales,2019,Entry Level,53264,Fully Remote,5,5.0,1,4,No
EMP-10496,Engineering,2017,Mid Level,80178,Hybrid,7,5.0,2,5,No
EMP-10497,Sales,2016,Entry Level,45731,Hybrid,8,2.0,2,8,Yes
EMP-10498,Engineering,2015,Entry Level,46490,Hybrid,9,5.0,0,7,No
EMP-10499,Finance,2018,Senior,127917,Fully Remote,6,3.0,1,3,No
EMP-10500,Sales,2015,Mid Level,81577,Fully Remote,9,2.0,0,24,Yes
EMP-10501,Finance,2013,Senior,131040,Hybrid,11,2.0,2,17,Yes
EMP-10502,Engineering,2023,Entry Level,52090,Hybrid,1,3.0,0,0,No
EMP-10503,Engineering,2017,Mid Level,82716,Hybrid,7,3.0,1,64,No
EMP-10504,Engineering,2015,Entry Level,54158,Fully Remote,9,3.0,2,3,No
EMP-10505,Sales,2011,Senior,126412,Hybrid,13,5.0,0,13,No
EMP-10506,Finance,2023,Senior,127939,Hybrid,1,5.0,2,2,No
EMP-10507,Sales,2015,Mid Level,84482,Fully Remote,9,2.0,1,4,No
EMP-10508,Marketing,2022,Entry Level,49174,Fully Remote,2,4.0,0,55,Yes
EMP-10509,Engineering,2022,Mid Level,82061,Hybrid,2,,0,8,No
EMP-10510,Sales,2017,Entry Level,52951,Hybrid,7,4.0,0,23,No
EMP-10511,Engineering,2016,Entry Level,51468,Hybrid,8,5.0,1,20,No
EMP-10512,Sales,2018,Entry Level,52509,Hybrid,6,1.0,0,12,No
EMP-10513,HR,2023,Entry Level,52299,Never,1,1.0,0,18,Yes
EMP-10514,Engineering,2021,Entry Level,49897,Hybrid,3,4.0,2,1,Yes
EMP-10515,Sales,2011,Entry Level,53617,Hybrid,13,1.0,0,16,No
EMP-10516,Marketing,2011,Mid Level,87942,Never,13,3.0,1,5,No
EMP-10517,Sales,2013,Mid Level,85882,Fully Remote,11,5.0,1,6,No
EMP-10518,Finance,2013,Entry Level,54599,Never,11,1.0,2,2,Yes
EMP-10519,Sales,2012,Mid Level,89714,Hybrid,12,5.0,1,35,No
EMP-10520,Sales,2016,Executive,196910,Never,8,1.0,1,37,Yes
EMP-10521,Sales,2013,Senior,134743,Never,11,5.0,0,9,Yes
EMP-10522,Marketing,2010,Entry Level,48462,Hybrid,14,3.0,0,24,Yes
EMP-10523,Sales,2013,Entry Level,46104,Hybrid,11,3.0,1,3,No
EMP-10524,Marketing,2015,Mid Level,85398,Hybrid,9,2.0,0,7,No
EMP-10525,Sales,2010,Entry Level,48140,Fully Remote,14,,0,7,Yes
EMP-10526,Marketing,2016,Entry Level,47460,Fully Remote,8,5.0,0,14,Yes
EMP-10527,Finance,2011,Senior,134951,Fully Remote,13,1.0,0,5,No
EMP-10528,Engineering,2014,Senior,129078,Hybrid,10,1.0,0,51,Yes
EMP-10529,Engineering,2023,Mid Level,81465,Hybrid,1,1.0,0,9,Yes
EMP-10530,Sales,2016,Senior,127223,Hybrid,8,2.0,0,0,Yes
EMP-10531,Engineering,2017,Entry Level,54533,Never,7,5.0,1,7,No
EMP-10532,Engineering,2023,Entry Level,45924,Hybrid,1,3.0,0,8,No
EMP-10533,Engineering,2014,Entry Level,53926,Never,10,1.0,0,21,Yes
EMP-10534,Engineering,2021,Mid Level,80996,Hybrid,3,,0,9,No
EMP-10535,Sales,2023,Mid Level,80786,Hybrid,1,2.0,1,3,No
EMP-10536,Marketing,2020,Senior,133052,Hybrid,4,2.0,0,23,No
EMP-10537,Engineering,2015,Mid Level,80143,Never,9,1.0,0,0,Yes
EMP-10538,HR,2016,Entry Level,52328,Hybrid,8,3.0,0,13,No
EMP-10539,Engineering,2022,Entry Level,54355,Fully Remote,2,2.0,0,9,No
EMP-10540,Engineering,2021,Mid Level,81480,Hybrid,3,4.0,0,0,No
EMP-10541,Engineering,2011,Entry Level,52489,Never,13,3.0,2,10,No
EMP-10542,Engineering,2023,Entry Level,50365,Fully Remote,1,4.0,0,5,No
EMP-10543,Engineering,2015,Mid Level,88634,Fully Remote,9,5.0,0,22,No
EMP-10544,Sales,2014,Senior,129500,Hybrid,10,3.0,0,3,No
EMP-10545,Marketing,2022,Mid Level,83309,Fully Remote,2,2.0,2,11,No
EMP-10546,Marketing,2012,Entry Level,50204,Hybrid,12,4.0,0,18,No
EMP-10547,Finance,2010,Mid Level,86795,Fully Remote,14,5.0,1,14,No
EMP-10548,Engineering,2019,Entry Level,50645,Hybrid,5,4.0,0,8,No
EMP-10549,HR,2023,Senior,126269,Never,1,1.0,0,20,No
EMP-10550,Engineering,2015,Senior,133084,Never,9,2.0,0,5,Yes
EMP-10551,Engineering,2020,Entry Level,50935,Hybrid,4,4.0,0,27,Yes
EMP-10552,Sales,2019,Senior,125231,Hybrid,5,3.0,1,7,No
EMP-10553,Sales,2014,Entry Level,49530,Hybrid,10,1.0,0,14,Yes
EMP-10554,Engineering,2022,Entry Level,45138,Hybrid,2,5.0,0,21,No
EMP-10555,Engineering,2018,Mid Level,89145,Hybrid,6,3.0,1,5,No
EMP-10556,Sales,2014,Entry Level,50533,Fully Remote,10,2.0,2,14,Yes
EMP-10557,Engineering,2019,Entry Level,51737,Hybrid,5,4.0,2,20,No
EMP-10558,Engineering,2019,Entry Level,50307,Hybrid,5,4.0,0,13,No
EMP-10559,Sales,2013,Mid Level,80759,Never,11,5.0,0,27,No
EMP-10560,Marketing,2013,Mid Level,84516,Hybrid,11,1.0,0,17,No
EMP-10561,Engineering,2016,Entry Level,49711,Hybrid,8,3.0,0,21,No
EMP-10562,Sales,2014,Entry Level,47803,Hybrid,10,1.0,0,11,Yes
EMP-10563,Marketing,2022,Entry Level,54257,Fully Remote,2,5.0,1,6,No
EMP-10564,Engineering,2014,Entry Level,47446,Hybrid,10,2.0,0,4,Yes
EMP-10565,Engineering,2013,Entry Level,54635,Hybrid,11,4.0,2,7,No
EMP-10566,Engineering,2023,Senior,132422,Hybrid,1,2.0,1,7,No
EMP-10567,HR,2014,Entry Level,47415,Never,10,1.0,0,6,No
EMP-10568,Marketing,2019,Mid Level,82262,Hybrid,5,4.0,1,7,Yes
EMP-10569,Engineering,2017,Mid Level,86617,Never,7,3.0,0,36,Yes
EMP-10570,Marketing,2023,Senior,130233,Hybrid,1,4.0,1,17,No
EMP-10571,Engineering,2017,Entry Level,51811,Hybrid,7,4.0,0,26,Yes
EMP-10572,Engineering,2012,Mid Level,88210,Fully Remote,12,2.0,0,10,Yes
EMP-10573,Sales,2011,Entry Level,45452,Hybrid,13,2.0,0,5,Yes
EMP-10574,Sales,2014,Entry Level,52892,Hybrid,10,4.0,2,15,Yes
EMP-10575,Sales,2013,Entry Level,50111,Never,11,3.0,0,22,No
EMP-10576,Engineering,2019,Mid Level,88283,Hybrid,5,1.0,1,6,No
EMP-10577,Finance,2015,Mid Level,85724,Hybrid,9,5.0,0,13,No
EMP-10578,HR,2012,Mid Level,84076,Fully Remote,12,3.0,1,6,No
EMP-10579,Engineering,2016,Entry Level,47248,Hybrid,8,3.0,0,6,Yes
EMP-10580,Marketing,2019,Senior,133449,Never,5,4.0,1,0,No
EMP-10581,Engineering,2014,Mid Level,83459,Fully Remote,10,1.0,1,1,No
EMP-10582,Marketing,2018,Mid Level,88971,Hybrid,6,5.0,0,69,Yes
EMP-10583,Marketing,2010,Senior,130819,Never,14,4.0,0,0,No
EMP-10584,Engineering,2010,Entry Level,46850,Fully Remote,14,5.0,0,4,Yes
EMP-10585,Sales,2020,Mid Level,89799,Fully Remote,4,3.0,0,12,No
EMP-10586,HR,2015,Entry Level,54470,Never,9,1.0,1,4,No
EMP-10587,Engineering,2016,Mid Level,82765,Hybrid,8,1.0,1,2,No
EMP-10588,Sales,2013,Mid Level,86276,Never,11,1.0,0,5,No
EMP-10589,Sales,2011,Mid Level,80317,Hybrid,13,4.0,2,4,Yes
EMP-10590,Marketing,2011,Entry Level,47603,Hybrid,13,5.0,1,3,No
EMP-10591,Marketing,2012,Mid Level,88879,Hybrid,12,2.0,0,1,Yes
EMP-10592,Sales,2017,Senior,128557,Never,7,3.0,0,18,No
EMP-10593,Finance,2017,Senior,128395,Hybrid,7,3.0,0,10,No
EMP-10594,Sales,2010,Mid Level,88257,Never,14,1.0,2,22,Yes
EMP-10595,Engineering,2016,Mid Level,81036,Hybrid,8,4.0,0,19,Yes
EMP-10596,Engineering,2010,Mid Level,88714,Fully Remote,14,5.0,0,4,No
EMP-10597,Sales,2012,Mid Level,81093,Hybrid,12,3.0,0,5,Yes
EMP-10598,Engineering,2018,Entry Level,48990,Hybrid,6,1.0,0,2,Yes
EMP-10599,Marketing,2018,Senior,130408,Hybrid,6,1.0,1,12,No
EMP-10600,Engineering,2014,Entry Level,49777,Hybrid,10,3.0,0,11,No
EMP-10601,Finance,2015,Entry Level,48535,Never,9,4.0,0,16,Yes
EMP-10602,Engineering,2017,Senior,134774,Fully Remote,7,2.0,1,3,Yes
EMP-10603,Engineering,2019,Senior,129732,Hybrid,5,3.0,1,4,No
EMP-10604,Engineering,2022,Mid Level,87718,Hybrid,2,1.0,2,1,No
EMP-10605,Finance,2011,Entry Level,47944,Fully Remote,13,3.0,0,4,No
EMP-10606,Engineering,2011,Entry Level,46211,Hybrid,13,5.0,0,0,No
EMP-10607,Finance,2014,Entry Level,50820,Hybrid,10,1.0,2,16,No
EMP-10608,Engineering,2014,Entry Level,53450,Never,10,3.0,0,0,No
EMP-10609,Marketing,2014,Mid Level,88186,Hybrid,10,3.0,1,4,No
EMP-10610,Finance,2016,Entry Level,51996,Hybrid,8,5.0,0,14,No
EMP-10611,Sales,2018,Senior,129597,Hybrid,6,1.0,0,21,Yes
EMP-10612,Sales,2016,Entry Level,49773,Never,8,5.0,0,0,Yes
EMP-10613,Finance,2020,Mid Level,87131,Hybrid,4,2.0,0,4,No
EMP-10614,HR,2013,Mid Level,82970,Hybrid,11,2.0,0,16,No
EMP-10615,Engineering,2012,Entry Level,48670,Never,12,2.0,1,22,No
EMP-10616,Engineering,2013,Mid Level,83549,Fully Remote,11,1.0,0,0,Yes
EMP-10617,Marketing,2021,Mid Level,85577,Hybrid,3,,0,0,No
EMP-10618,Engineering,2010,Senior,134945,Never,14,1.0,0,26,Yes
EMP-10619,Engineering,2011,Mid Level,83787,Fully Remote,13,1.0,0,12,Yes
EMP-10620,Marketing,2018,Entry Level,46823,Hybrid,6,4.0,0,17,No
EMP-10621,Engineering,2015,Entry Level,49402,Hybrid,9,1.0,0,10,Yes
EMP-10622,Engineering,2013,Entry Level,52848,Never,11,4.0,1,6,No
EMP-10623,Sales,2016,Entry Level,49766,Never,8,2.0,0,33,Yes
EMP-10624,Engineering,2023,Entry Level,47542,Never,1,1.0,2,17,No
EMP-10625,Sales,2011,Entry Level,50131,Fully Remote,13,4.0,0,3,Yes
EMP-10626,Marketing,2010,Senior,129195,Fully Remote,14,2.0,1,4,No
EMP-10627,Sales,2018,Entry Level,50560,Never,6,2.0,0,7,Yes
EMP-10628,Marketing,2011,Senior,134747,Fully Remote,13,5.0,0,36,No
EMP-10629,Finance,2023,Entry Level,51379,Hybrid,1,4.0,2,10,No
EMP-10630,Finance,2010,Entry Level,47744,Never,14,2.0,0,25,Yes
EMP-10631,Sales,2013,Entry Level,45470,Hybrid,11,5.0,2,2,No
EMP-10632,Sales,2021,Entry Level,46129,Never,3,2.0,0,9,No
EMP-10633,HR,2014,Entry Level,51269,Hybrid,10,3.0,2,9,No
EMP-10634,Engineering,2021,Entry Level,47705,Fully Remote,3,2.0,0,36,Yes
EMP-10635,Sales,2020,Entry Level,54479,Fully Remote,4,3.0,1,5,No
EMP-10636,Finance,2012,Entry Level,47073,Hybrid,12,3.0,0,0,No
EMP-10637,Engineering,2021,Entry Level,53719,Hybrid,3,3.0,1,4,No
EMP-10638,Engineering,2021,Entry Level,50738,Hybrid,3,1.0,0,4,Yes
EMP-10639,Engineering,2022,Entry Level,46392,Hybrid,2,2.0,0,2,No
EMP-10640,Finance,2018,Entry Level,48257,Hybrid,6,2.0,0,3,No
EMP-10641,Engineering,2012,Executive,204137,Hybrid,12,3.0,0,7,No
EMP-10642,Engineering,2018,Entry Level,46209,Hybrid,6,2.0,1,40,Yes
EMP-10643,Engineering,2015,Entry Level,45328,Fully Remote,9,1.0,1,8,Yes
EMP-10644,Engineering,2014,Entry Level,53524,Hybrid,10,4.0,1,33,No
EMP-10645,Sales,2015,Mid Level,81013,Hybrid,9,2.0,0,4,Yes
EMP-10646,Sales,2010,Senior,126906,Hybrid,14,3.0,0,0,No
EMP-10647,Finance,2010,Mid Level,81428,Hybrid,14,2.0,1,14,No
EMP-10648,Sales,2021,Mid Level,80075,Never,3,3.0,0,41,No
EMP-10649,Sales,2014,Mid Level,85057,Fully Remote,10,3.0,0,12,No
EMP-10650,Engineering,2021,Mid Level,88808,Never,3,3.0,0,0,Yes
EMP-10651,Sales,2013,Mid Level,80659,Hybrid,11,5.0,1,25,No
EMP-10652,Engineering,2018,Mid Level,87727,Hybrid,6,1.0,0,30,Yes
EMP-10653,Finance,2015,Mid Level,82868,Never,9,1.0,1,25,No
EMP-10654,Sales,2017,Mid Level,86860,Fully Remote,7,4.0,1,4,No
EMP-10655,Marketing,2017,Entry Level,52135,Never,7,4.0,0,19,No
EMP-10656,Sales,2018,Mid Level,83161,Hybrid,6,2.0,0,30,Yes
EMP-10657,Sales,2022,Mid Level,82233,Never,2,1.0,0,3,No
EMP-10658,Engineering,2022,Senior,134120,Hybrid,2,1.0,1,7,No
EMP-10659,HR,2017,Senior,129439,Fully Remote,7,4.0,0,57,No
EMP-10660,Engineering,2010,Entry Level,46447,Hybrid,14,,0,11,Yes
EMP-10661,Sales,2010,Mid Level,84532,Hybrid,14,3.0,1,3,Yes
EMP-10662,Engineering,2010,Mid Level,89336,Hybrid,14,5.0,1,0,No
EMP-10663,Marketing,2017,Entry Level,48513,Hybrid,7,5.0,0,2,Yes
EMP-10664,Finance,2013,Executive,201370,Hybrid,11,2.0,2,10,No
EMP-10665,Sales,2014,Mid Level,89190,Never,10,3.0,2,24,No
EMP-10666,Engineering,2014,Entry Level,48201,Hybrid,10,5.0,0,1,No
EMP-10667,Engineering,2020,Mid Level,89628,Never,4,3.0,0,59,Yes
EMP-10668,Marketing,2019,Entry Level,54126,Never,5,3.0,0,16,Yes
EMP-10669,Sales,2020,Entry Level,46174,Hybrid,4,5.0,0,5,No
EMP-10670,Sales,2012,Mid Level,88434,Hybrid,12,5.0,0,0,No
