Employee_ID,Department,Hire_Year,Salary_Band,Annual_Salary,Remote_Work,Tenure_Years,Manager_Satisfaction,Promotions_Last_5_Years,Overtime_Hours_Per_Month,Attrition,Attrition_Probability,Flight_Risk_Tier,Estimated_Cost_of_Turnover
EMP-10219,Sales,2013,Senior,125671,Never,11,3.0,0,34,No,0.47775375145654386,Medium Risk,25134.2
EMP-10220,Finance,2019,Mid Level,83670,Fully Remote,5,1.0,0,58,Yes,0.6756972163624532,High Risk,16734.0
EMP-10221,Engineering,2021,Mid Level,89086,Fully Remote,3,1.0,0,19,Yes,0.35437712533761695,Medium Risk,17817.2
EMP-10222,Marketing,2022,Mid Level,84624,Hybrid,2,4.0,1,1,No,0.06942414345380693,Low Risk,16924.8
EMP-10223,Sales,2014,Senior,128750,Hybrid,10,1.0,1,9,No,0.3646494322144646,Medium Risk,25750.0
EMP-10224,Sales,2019,Mid Level,82324,Fully Remote,5,3.0,1,3,No,0.10372335184426804,Low Risk,16464.8
EMP-10225,Engineering,2017,Mid Level,86823,Hybrid,7,4.0,1,4,No,0.09531819793418479,Low Risk,17364.600000000002
EMP-10226,Marketing,2023,Entry Level,49869,Never,1,4.0,0,10,No,0.31991714908568986,Low Risk,9973.800000000001
EMP-10227,Engineering,2014,Entry Level,45475,Never,10,4.0,0,5,No,0.38446293324029746,Medium Risk,9095.0
EMP-10228,Sales,2023,Entry Level,47822,Hybrid,1,2.0,0,12,No,0.48408922040237834,Medium Risk,9564.4
EMP-10229,Engineering,2015,Senior,125687,Never,9,1.0,0,6,Yes,0.6424283925225387,Medium Risk,25137.4
EMP-10230,Engineering,2018,Mid Level,83604,Never,6,1.0,0,62,Yes,0.7990392345951736,High Risk,16720.8
EMP-10231,Engineering,2020,Executive,198864,Fully Remote,4,3.0,1,1,No,0.09414484629184815,Low Risk,39772.8
EMP-10232,Sales,2021,Entry Level,52544,Fully Remote,3,4.0,2,1,No,0.16381341553699247,Low Risk,10508.800000000001
EMP-10233,Marketing,2011,Mid Level,83348,Hybrid,13,4.0,0,2,Yes,0.23523138550512232,Low Risk,16669.600000000002
EMP-10234,Sales,2011,Mid Level,89087,Hybrid,13,2.0,1,15,No,0.32558439692935776,Low Risk,17817.4
EMP-10235,Marketing,2012,Mid Level,84578,Fully Remote,12,3.0,1,1,No,0.08971069075000364,Low Risk,16915.600000000002
EMP-10236,Sales,2021,Entry Level,50925,Fully Remote,3,3.0,1,10,No,0.15114194072779408,Low Risk,10185.0
EMP-10237,Sales,2013,Mid Level,81787,Hybrid,11,4.0,0,24,No,0.2318214036738524,Low Risk,16357.400000000001
EMP-10238,Sales,2016,Senior,127659,Hybrid,8,2.0,0,9,Yes,0.5491725685564205,Medium Risk,25531.800000000003
EMP-10239,Sales,2020,Mid Level,81750,Fully Remote,4,1.0,0,0,Yes,0.4964917051145251,Medium Risk,16350.0
EMP-10240,HR,2012,Executive,196531,Fully Remote,12,4.0,2,14,No,0.09091455911791246,Low Risk,39306.200000000004
EMP-10241,Engineering,2013,Entry Level,46762,Never,11,1.0,0,9,Yes,0.6723004823838927,High Risk,9352.4
EMP-10242,HR,2021,Mid Level,83198,Never,3,1.0,0,6,No,0.3344919090631356,Low Risk,16639.600000000002
EMP-10243,Engineering,2021,Senior,134491,Hybrid,3,2.0,0,16,Yes,0.4504976417317109,Medium Risk,26898.2
EMP-10244,Engineering,2018,Mid Level,87468,Hybrid,6,1.0,0,46,Yes,0.715882660265825,High Risk,17493.600000000002
EMP-10245,Sales,2018,Senior,132986,Hybrid,6,4.0,0,14,No,0.21239345190510517,Low Risk,26597.2
EMP-10246,Marketing,2021,Mid Level,80193,Hybrid,3,4.0,0,15,No,0.12657935905489354,Low Risk,16038.6
EMP-10247,Engineering,2015,Executive,203921,Hybrid,9,1.0,0,0,No,0.5517243746854006,Medium Risk,40784.200000000004
EMP-10248,Sales,2022,Mid Level,85808,Hybrid,2,3.0,0,9,No,0.11104441928668907,Low Risk,17161.600000000002
EMP-10249,Sales,2020,Entry Level,46968,Hybrid,4,1.0,0,24,Yes,0.6629289557513743,High Risk,9393.6
EMP-10250,Engineering,2017,Entry Level,45182,Hybrid,7,1.0,1,11,No,0.42528655991510883,Medium Risk,9036.4
EMP-10251,Engineering,2022,Mid Level,86132,Fully Remote,2,5.0,0,8,No,0.11321549795846908,Low Risk,17226.4
EMP-10252,Engineering,2021,Entry Level,48052,Hybrid,3,1.0,1,0,No,0.4273588749138512,Medium Risk,9610.4
EMP-10253,Sales,2013,Senior,125935,Hybrid,11,4.0,0,1,No,0.22614655068349163,Low Risk,25187.0
EMP-10254,Sales,2016,Entry Level,54101,Hybrid,8,5.0,1,6,No,0.20879467275418911,Low Risk,10820.2
EMP-10255,Finance,2013,Mid Level,86031,Fully Remote,11,5.0,2,1,No,0.0754936704821199,Low Risk,17206.2
EMP-10256,Marketing,2020,Mid Level,84669,Hybrid,4,5.0,0,36,No,0.4580104021762822,Medium Risk,16933.8
EMP-10257,Engineering,2021,Mid Level,88566,Hybrid,3,3.0,0,16,No,0.11121354649067455,Low Risk,17713.2
EMP-10258,Marketing,2012,Mid Level,80359,Hybrid,12,4.0,2,8,No,0.08439131528044269,Low Risk,16071.800000000001
EMP-10259,Sales,2021,Entry Level,48267,Never,3,2.0,0,8,Yes,0.4975381203512987,Medium Risk,9653.4
EMP-10260,Marketing,2019,Senior,126829,Hybrid,5,4.0,0,7,No,0.23973354578518474,Low Risk,25365.800000000003
EMP-10261,Engineering,2015,Senior,132069,Hybrid,9,4.0,0,53,Yes,0.46378243001053043,Medium Risk,26413.800000000003
EMP-10262,Engineering,2020,Executive,197309,Hybrid,4,3.0,0,2,No,0.21408582751197325,Low Risk,39461.8
EMP-10263,Engineering,2022,Entry Level,45785,Fully Remote,2,4.0,0,32,No,0.36986636055916433,Medium Risk,9157.0
EMP-10264,Finance,2013,Entry Level,48236,Fully Remote,11,3.0,2,22,No,0.17879894800355475,Low Risk,9647.2
EMP-10265,Engineering,2016,Entry Level,49857,Hybrid,8,2.0,1,18,Yes,0.5029992580708779,Medium Risk,9971.400000000001
EMP-10266,Engineering,2016,Entry Level,51626,Fully Remote,8,1.0,0,2,Yes,0.6100754416549962,Medium Risk,10325.2
EMP-10267,Marketing,2012,Entry Level,54190,Hybrid,12,1.0,1,9,Yes,0.48134318896109163,Medium Risk,10838.0
EMP-10268,Sales,2012,Mid Level,81708,Hybrid,12,3.0,2,19,No,0.08026990323267186,Low Risk,16341.6
EMP-10269,Sales,2014,Mid Level,80882,Hybrid,10,4.0,0,0,No,0.24836868851486243,Low Risk,16176.400000000001
EMP-10270,Finance,2016,Mid Level,84494,Fully Remote,8,3.0,0,21,No,0.2335585511458384,Low Risk,16898.8
EMP-10271,Finance,2014,Entry Level,47819,Hybrid,10,2.0,0,13,No,0.6025839372419116,Medium Risk,9563.800000000001
EMP-10272,Engineering,2022,Executive,202742,Never,2,1.0,0,4,No,0.41438163512418796,Medium Risk,40548.4
EMP-10273,Engineering,2016,Mid Level,84778,Hybrid,8,3.0,0,17,No,0.22970209963064792,Low Risk,16955.600000000002
EMP-10274,Engineering,2021,Mid Level,87470,Hybrid,3,3.0,0,47,No,0.3370255190814549,Low Risk,17494.0
EMP-10275,Sales,2023,Executive,201144,Never,1,3.0,1,26,Yes,0.29796050184363243,Low Risk,40228.8
EMP-10276,Sales,2018,Senior,129897,Fully Remote,6,4.0,1,1,No,0.10490783821884665,Low Risk,25979.4
EMP-10277,Engineering,2012,Mid Level,82092,Never,12,4.0,0,17,No,0.33389139274495194,Low Risk,16418.4
EMP-10278,Engineering,2016,Entry Level,46497,Never,8,4.0,1,0,No,0.2788436532756044,Low Risk,9299.4
EMP-10279,Sales,2017,Entry Level,47368,Hybrid,7,3.0,0,13,No,0.3607952247206621,Medium Risk,9473.6
EMP-10280,Sales,2012,Entry Level,52241,Hybrid,12,1.0,1,30,No,0.4890396986475952,Medium Risk,10448.2
EMP-10281,Engineering,2023,Entry Level,51846,Hybrid,1,4.0,0,5,Yes,0.24853894126810241,Low Risk,10369.2
EMP-10282,Finance,2023,Mid Level,87758,Hybrid,1,2.0,1,4,Yes,0.3564576517105521,Medium Risk,17551.600000000002
EMP-10283,Sales,2015,Mid Level,89080,Hybrid,9,2.0,0,6,Yes,0.5243248010822736,Medium Risk,17816.0
EMP-10284,Finance,2018,Senior,134010,Never,6,4.0,0,35,Yes,0.5390395313706364,Medium Risk,26802.0
EMP-10285,Finance,2014,Entry Level,52094,Fully Remote,10,2.0,0,39,Yes,0.7768769327992451,High Risk,10418.800000000001
EMP-10286,Sales,2010,Mid Level,89821,Hybrid,14,3.0,2,18,No,0.08662207237220805,Low Risk,17964.2
EMP-10287,Engineering,2010,Mid Level,81519,Fully Remote,14,4.0,1,9,No,0.08794895291354436,Low Risk,16303.800000000001
EMP-10288,Engineering,2018,Entry Level,49424,Never,6,5.0,1,28,No,0.25292899234331284,Low Risk,9884.800000000001
EMP-10289,HR,2016,Mid Level,87170,Hybrid,8,2.0,0,40,Yes,0.7282760389870611,High Risk,17434.0
EMP-10290,Engineering,2015,Entry Level,52480,Hybrid,9,5.0,0,6,No,0.33876083091186765,Low Risk,10496.0
EMP-10291,Marketing,2019,Mid Level,88016,Never,5,3.0,0,6,Yes,0.3018987327607463,Low Risk,17603.2
EMP-10292,Engineering,2010,Mid Level,88931,Hybrid,14,4.0,0,9,Yes,0.23628363071052014,Low Risk,17786.2
EMP-10293,Engineering,2010,Mid Level,85818,Hybrid,14,2.0,1,12,No,0.3400930961193267,Low Risk,17163.600000000002
EMP-10294,Engineering,2014,Entry Level,51155,Hybrid,10,2.0,0,15,Yes,0.6187192893683365,Medium Risk,10231.0
EMP-10295,Sales,2012,Mid Level,88835,Fully Remote,12,3.0,1,22,No,0.08416525834018643,Low Risk,17767.0
EMP-10296,HR,2022,Senior,133584,Hybrid,2,4.0,0,47,Yes,0.39215699981904606,Medium Risk,26716.800000000003
EMP-10297,Engineering,2021,Mid Level,80025,Hybrid,3,1.0,0,3,No,0.3904489485887163,Medium Risk,16005.0
EMP-10298,Engineering,2017,Entry Level,51707,Fully Remote,7,4.0,1,24,No,0.19657115334882,Low Risk,10341.400000000001
EMP-10299,HR,2023,Mid Level,82295,Never,1,1.0,2,10,Yes,0.37940732497613844,Medium Risk,16459.0
EMP-10300,Finance,2022,Mid Level,86589,Hybrid,2,5.0,1,39,No,0.2444630693857041,Low Risk,17317.8
EMP-10301,Engineering,2023,Mid Level,87888,Never,1,4.0,1,16,No,0.107580867008957,Low Risk,17577.600000000002
EMP-10302,Marketing,2015,Senior,132866,Hybrid,9,4.0,2,78,No,0.36555493111081555,Medium Risk,26573.2
EMP-10303,Engineering,2012,Entry Level,45882,Hybrid,12,2.0,2,3,No,0.4224823556731853,Medium Risk,9176.4
EMP-10304,Engineering,2011,Mid Level,86976,Hybrid,13,5.0,1,22,No,0.08477759953067934,Low Risk,17395.2
EMP-10305,Marketing,2022,Executive,203155,Hybrid,2,1.0,1,23,No,0.31571023197932696,Low Risk,40631.0
EMP-10306,Sales,2021,Mid Level,84444,Hybrid,3,3.0,0,4,No,0.11621389047698946,Low Risk,16888.8
EMP-10307,Engineering,2017,Entry Level,49422,Hybrid,7,2.0,2,0,Yes,0.525301007495036,Medium Risk,9884.400000000001
EMP-10308,Engineering,2010,Mid Level,88307,Fully Remote,14,2.0,0,23,Yes,0.5692290098993359,Medium Risk,17661.4
EMP-10309,Engineering,2010,Mid Level,83786,Fully Remote,14,5.0,2,0,No,0.09042417678206988,Low Risk,16757.2
EMP-10310,Sales,2017,Executive,197871,Never,7,5.0,0,19,No,0.27328422322865764,Low Risk,39574.200000000004
EMP-10311,Engineering,2021,Mid Level,82179,Hybrid,3,2.0,1,8,No,0.3661211285054416,Medium Risk,16435.8
EMP-10312,Marketing,2017,Mid Level,84570,Hybrid,7,3.0,0,0,Yes,0.24282999559692084,Low Risk,16914.0
EMP-10313,Finance,2017,Mid Level,83075,Hybrid,7,5.0,1,22,No,0.10076945678434557,Low Risk,16615.0
EMP-10314,Marketing,2016,Mid Level,83832,Hybrid,8,5.0,1,0,No,0.10070628311505324,Low Risk,16766.4
EMP-10315,Engineering,2016,Mid Level,88533,Hybrid,8,5.0,0,32,No,0.4642730468343989,Medium Risk,17706.600000000002
EMP-10316,Finance,2018,Entry Level,51680,Hybrid,6,2.0,0,5,Yes,0.6217580876332907,Medium Risk,10336.0
EMP-10317,Sales,2015,Entry Level,53463,Hybrid,9,5.0,0,2,Yes,0.37733241511343485,Medium Risk,10692.6
EMP-10318,Engineering,2023,Mid Level,82832,Never,1,3.0,1,9,No,0.12566981014508669,Low Risk,16566.4
EMP-10319,Sales,2015,Mid Level,87361,Hybrid,9,1.0,0,53,Yes,0.7267655794105976,High Risk,17472.2
EMP-10320,HR,2016,Mid Level,80680,Fully Remote,8,5.0,1,4,No,0.09976373902221958,Low Risk,16136.0
EMP-10321,Engineering,2012,Entry Level,47230,Fully Remote,12,1.0,1,12,No,0.48181640799920344,Medium Risk,9446.0
EMP-10322,Engineering,2013,Mid Level,84173,Hybrid,11,3.0,1,1,No,0.08307204394209641,Low Risk,16834.600000000002
EMP-10323,Finance,2020,Mid Level,82240,Hybrid,4,1.0,0,11,Yes,0.4942450838016267,Medium Risk,16448.0
EMP-10324,Engineering,2023,Entry Level,52256,Fully Remote,1,4.0,0,31,Yes,0.41740693742903695,Medium Risk,10451.2
EMP-10325,Engineering,2012,Entry Level,49595,Fully Remote,12,3.0,1,60,No,0.37371985197479385,Medium Risk,9919.0
EMP-10326,Sales,2020,Mid Level,86043,Hybrid,4,4.0,1,6,No,0.09395087919516781,Low Risk,17208.600000000002
EMP-10327,Sales,2018,Mid Level,87846,Hybrid,6,5.0,0,3,No,0.22753920730779423,Low Risk,17569.2
EMP-10328,Engineering,2023,Mid Level,86481,Hybrid,1,5.0,0,4,No,0.11258116185035569,Low Risk,17296.2
EMP-10329,Finance,2019,Entry Level,46988,Hybrid,5,2.0,0,7,Yes,0.6124133584673026,Medium Risk,9397.6
EMP-10330,Engineering,2016,Entry Level,50633,Hybrid,8,2.0,0,20,Yes,0.6078931993045747,Medium Risk,10126.6
EMP-10331,Engineering,2016,Executive,198554,Hybrid,8,4.0,0,1,No,0.22392713726454697,Low Risk,39710.8
EMP-10332,Sales,2020,Entry Level,49195,Fully Remote,4,1.0,1,13,Yes,0.5160839350190213,Medium Risk,9839.0
EMP-10333,Sales,2018,Entry Level,46271,Never,6,3.0,1,32,No,0.5044428498929417,Medium Risk,9254.2
EMP-10334,HR,2010,Mid Level,87817,Hybrid,14,1.0,0,42,Yes,0.7737344409777337,High Risk,17563.4
EMP-10335,Marketing,2015,Entry Level,46779,Hybrid,9,2.0,1,5,No,0.46379330150552245,Medium Risk,9355.800000000001
EMP-10336,Finance,2022,Mid Level,84138,Hybrid,2,3.0,0,13,No,0.11442178557657927,Low Risk,16827.600000000002
EMP-10337,Sales,2010,Mid Level,86136,Never,14,4.0,0,4,Yes,0.345108196502577,Low Risk,17227.2
EMP-10338,Sales,2011,Senior,126629,Hybrid,13,2.0,0,13,No,0.5719952268728565,Medium Risk,25325.800000000003
EMP-10339,Marketing,2020,Senior,125602,Fully Remote,4,3.0,1,20,No,0.09691454044607134,Low Risk,25120.4
EMP-10340,Sales,2015,Entry Level,49744,Fully Remote,9,1.0,1,37,Yes,0.7156301749088447,High Risk,9948.800000000001
EMP-10341,Marketing,2020,Mid Level,85738,Fully Remote,4,2.0,0,11,No,0.4679556052146666,Medium Risk,17147.600000000002
EMP-10342,Sales,2020,Senior,128644,Hybrid,4,5.0,0,10,No,0.2343461136750557,Low Risk,25728.800000000003
EMP-10343,Sales,2012,Entry Level,50103,Hybrid,12,2.0,0,38,Yes,0.8306133640078467,High Risk,10020.6
EMP-10344,Marketing,2012,Senior,125195,Hybrid,12,4.0,0,24,No,0.22661074865156589,Low Risk,25039.0
EMP-10345,Engineering,2022,Mid Level,82591,Hybrid,2,4.0,1,26,No,0.08130875798645576,Low Risk,16518.2
EMP-10346,Marketing,2019,Mid Level,81029,Hybrid,5,1.0,0,35,Yes,0.6494671159461657,Medium Risk,16205.800000000001
EMP-10347,Engineering,2019,Entry Level,51968,Fully Remote,5,4.0,1,20,Yes,0.18755030870531372,Low Risk,10393.6
EMP-10348,Sales,2023,Mid Level,84545,Hybrid,1,5.0,0,0,No,0.11975707294964899,Low Risk,16909.0
EMP-10349,Marketing,2023,Entry Level,52117,Hybrid,1,3.0,0,33,Yes,0.4523369155619462,Medium Risk,10423.400000000001
EMP-10350,Engineering,2019,Mid Level,85783,Never,5,3.0,0,20,No,0.30439538214041567,Low Risk,17156.600000000002
EMP-10351,Engineering,2012,Mid Level,85618,Hybrid,12,2.0,0,10,Yes,0.5202137536617341,Medium Risk,17123.600000000002
EMP-10352,Engineering,2010,Entry Level,51160,Fully Remote,14,5.0,0,2,Yes,0.35762207470034896,Medium Risk,10232.0
EMP-10353,Engineering,2010,Senior,133442,Hybrid,14,1.0,0,23,Yes,0.5962476344956609,Medium Risk,26688.4
EMP-10354,Engineering,2021,Mid Level,87260,Hybrid,3,4.0,1,20,No,0.07340608927658077,Low Risk,17452.0
EMP-10355,Marketing,2018,Mid Level,84994,Hybrid,6,5.0,0,28,Yes,0.2400624148706007,Low Risk,16998.8
EMP-10356,Engineering,2011,Mid Level,83406,Never,13,4.0,0,20,Yes,0.35504208387873537,Medium Risk,16681.2
EMP-10357,Engineering,2022,Entry Level,45002,Hybrid,2,4.0,2,12,No,0.19639112763914127,Low Risk,9000.4
EMP-10358,Engineering,2020,Entry Level,53026,Hybrid,4,3.0,1,18,No,0.20045764777770067,Low Risk,10605.2
EMP-10359,Marketing,2021,Senior,131457,Hybrid,3,1.0,0,8,No,0.39040694373569046,Medium Risk,26291.4
EMP-10360,Marketing,2010,Senior,127618,Hybrid,14,3.0,0,18,Yes,0.22625485580795826,Low Risk,25523.600000000002
EMP-10361,Sales,2010,Senior,125489,Hybrid,14,3.0,0,22,No,0.23408702603489992,Low Risk,25097.800000000003
EMP-10362,Engineering,2022,Entry Level,46629,Hybrid,2,3.0,0,13,No,0.21424339525435707,Low Risk,9325.800000000001
EMP-10363,HR,2019,Mid Level,87485,Hybrid,5,4.0,0,8,No,0.2261394876711304,Low Risk,17497.0
EMP-10364,Sales,2015,Mid Level,84251,Hybrid,9,5.0,0,4,No,0.23641268702270055,Low Risk,16850.2
EMP-10365,Sales,2019,Mid Level,89555,Fully Remote,5,4.0,0,61,No,0.36397658378318487,Medium Risk,17911.0
EMP-10366,HR,2014,Entry Level,54732,Hybrid,10,5.0,1,4,No,0.19172667616796354,Low Risk,10946.400000000001
EMP-10367,Marketing,2023,Mid Level,86033,Hybrid,1,5.0,0,16,No,0.12309937123829214,Low Risk,17206.600000000002
EMP-10368,Sales,2020,Mid Level,81474,Never,4,3.0,2,24,No,0.15621749458207235,Low Risk,16294.800000000001
EMP-10369,Sales,2010,Entry Level,51644,Hybrid,14,3.0,0,22,Yes,0.36809890979979676,Medium Risk,10328.800000000001
EMP-10370,Sales,2013,Mid Level,88706,Hybrid,11,3.0,1,14,No,0.08274277128031285,Low Risk,17741.2
EMP-10371,Marketing,2022,Mid Level,87082,Hybrid,2,3.0,0,18,No,0.12846734112846434,Low Risk,17416.4
EMP-10372,Engineering,2011,Senior,130780,Hybrid,13,5.0,1,9,No,0.09261475552296762,Low Risk,26156.0
EMP-10373,Engineering,2018,Senior,131837,Hybrid,6,3.0,1,6,No,0.10139034047132042,Low Risk,26367.4
EMP-10374,Finance,2018,Entry Level,51982,Hybrid,6,1.0,1,4,No,0.4490376185610499,Medium Risk,10396.400000000001
EMP-10375,Sales,2010,Mid Level,88566,Hybrid,14,2.0,0,22,Yes,0.5887021490250147,Medium Risk,17713.2
EMP-10376,Engineering,2015,Mid Level,88996,Hybrid,9,2.0,0,2,No,0.5454985287812757,Medium Risk,17799.2
EMP-10377,Engineering,2021,Entry Level,50021,Hybrid,3,4.0,0,8,No,0.23062434391597775,Low Risk,10004.2
EMP-10378,Engineering,2020,Entry Level,52382,Hybrid,4,5.0,2,17,No,0.20452364607006498,Low Risk,10476.400000000001
EMP-10379,Marketing,2019,Executive,198805,Never,5,1.0,0,28,Yes,0.6632334238063075,High Risk,39761.0
EMP-10380,Engineering,2010,Mid Level,86065,Hybrid,14,5.0,0,7,No,0.23792720109835372,Low Risk,17213.0
EMP-10381,Sales,2017,Mid Level,87972,Never,7,4.0,0,11,No,0.30118234548876777,Low Risk,17594.4
EMP-10382,Finance,2017,Mid Level,84134,Hybrid,7,5.0,0,2,No,0.23803367208694173,Low Risk,16826.8
EMP-10383,Engineering,2019,Entry Level,52542,Fully Remote,5,2.0,0,29,No,0.6773661701038922,High Risk,10508.400000000001
EMP-10384,Engineering,2019,Entry Level,50462,Hybrid,5,3.0,0,2,Yes,0.3375815815638837,Low Risk,10092.400000000001
EMP-10385,Engineering,2019,Entry Level,45687,Fully Remote,5,2.0,0,19,Yes,0.5620016030002052,Medium Risk,9137.4
EMP-10386,Finance,2016,Mid Level,87124,Never,8,1.0,1,42,Yes,0.7638845675932315,High Risk,17424.8
EMP-10387,HR,2012,Mid Level,85558,Hybrid,12,1.0,1,7,No,0.28850748840619217,Low Risk,17111.600000000002
EMP-10388,Engineering,2022,Mid Level,81881,Fully Remote,2,5.0,0,19,No,0.12342640811282331,Low Risk,16376.2
EMP-10389,Engineering,2022,Executive,196666,Fully Remote,2,4.0,0,28,No,0.11722196348914439,Low Risk,39333.200000000004
EMP-10390,Marketing,2017,Entry Level,49482,Fully Remote,7,1.0,1,4,No,0.492526360178177,Medium Risk,9896.400000000001
EMP-10391,Engineering,2014,Mid Level,84820,Hybrid,10,1.0,0,4,No,0.535996494578849,Medium Risk,16964.0
EMP-10392,Sales,2019,Entry Level,47979,Never,5,4.0,0,3,No,0.39213396568312114,Medium Risk,9595.800000000001
EMP-10393,Engineering,2011,Entry Level,53102,Hybrid,13,3.0,0,35,Yes,0.5285084546058882,Medium Risk,10620.400000000001
EMP-10394,Marketing,2015,Mid Level,80497,Hybrid,9,1.0,1,41,Yes,0.6261588528972775,Medium Risk,16099.400000000001
EMP-10395,Marketing,2014,Entry Level,45142,Never,10,3.0,1,3,No,0.26665398638601795,Low Risk,9028.4
EMP-10396,Engineering,2013,Mid Level,83072,Never,11,1.0,0,27,No,0.556496264240433,Medium Risk,16614.4
EMP-10397,Marketing,2021,Entry Level,54536,Hybrid,3,1.0,1,4,No,0.4319995278749583,Medium Risk,10907.2
EMP-10398,Sales,2010,Entry Level,54783,Hybrid,14,2.0,1,12,Yes,0.47737968915928675,Medium Risk,10956.6
EMP-10399,Sales,2015,Entry Level,54008,Fully Remote,9,1.0,0,6,Yes,0.6466658963028367,Medium Risk,10801.6
EMP-10400,Sales,2020,Entry Level,54765,Hybrid,4,3.0,0,5,No,0.37066554773235644,Medium Risk,10953.0
EMP-10401,Marketing,2020,Mid Level,83176,Hybrid,4,5.0,0,18,No,0.2258296341209239,Low Risk,16635.2
EMP-10402,Engineering,2023,Mid Level,82863,Hybrid,1,3.0,1,1,No,0.06872219069102649,Low Risk,16572.600000000002
EMP-10403,Finance,2013,Entry Level,52755,Hybrid,11,3.0,0,2,Yes,0.3570484549370782,Medium Risk,10551.0
EMP-10404,Engineering,2012,Mid Level,88002,Fully Remote,12,2.0,2,15,Yes,0.3465668108560358,Low Risk,17600.4
EMP-10405,Sales,2012,Senior,127398,Hybrid,12,5.0,0,18,No,0.22668930991945527,Low Risk,25479.600000000002
EMP-10406,Marketing,2010,Entry Level,50552,Hybrid,14,2.0,0,6,No,0.6312429850508223,Medium Risk,10110.400000000001
EMP-10407,Sales,2022,Mid Level,87192,Never,2,2.0,0,19,Yes,0.42016063465707687,Medium Risk,17438.4
EMP-10408,Sales,2021,Mid Level,82773,Fully Remote,3,4.0,0,1,No,0.12624636681189233,Low Risk,16554.600000000002
EMP-10409,Engineering,2013,Mid Level,82052,Hybrid,11,3.0,1,24,No,0.08705664802432081,Low Risk,16410.4
EMP-10410,Sales,2015,Entry Level,53551,Never,9,1.0,1,22,Yes,0.5150904723563982,Medium Risk,10710.2
EMP-10411,Engineering,2019,Mid Level,82504,Never,5,5.0,0,8,Yes,0.32482229282304526,Low Risk,16500.8
EMP-10412,Marketing,2013,Entry Level,54828,Never,11,3.0,0,3,No,0.36672955893126913,Medium Risk,10965.6
EMP-10413,Sales,2014,Mid Level,83758,Hybrid,10,3.0,0,6,Yes,0.2458829205493175,Low Risk,16751.600000000002
EMP-10414,Engineering,2023,Entry Level,48580,Fully Remote,1,3.0,0,7,No,0.18070425429665618,Low Risk,9716.0
EMP-10415,Engineering,2015,Entry Level,51169,Fully Remote,9,2.0,1,11,No,0.540041407408768,Medium Risk,10233.800000000001
EMP-10416,Engineering,2011,Entry Level,52566,Hybrid,13,1.0,2,27,No,0.4664250688920285,Medium Risk,10513.2
EMP-10417,Finance,2012,Mid Level,81895,Never,12,3.0,0,26,Yes,0.3575905162485881,Medium Risk,16379.0
EMP-10418,Engineering,2012,Senior,126956,Fully Remote,12,5.0,0,11,Yes,0.24659419057549314,Low Risk,25391.2
EMP-10419,Engineering,2021,Entry Level,47284,Never,3,4.0,0,2,No,0.27245375315539433,Low Risk,9456.800000000001
EMP-10420,Sales,2018,Entry Level,47418,Fully Remote,6,2.0,1,40,Yes,0.7004328327328097,High Risk,9483.6
EMP-10421,Engineering,2015,Entry Level,49266,Never,9,5.0,1,7,No,0.25115080904097264,Low Risk,9853.2
EMP-10422,Engineering,2022,Entry Level,50737,Fully Remote,2,4.0,1,10,No,0.14330160052570062,Low Risk,10147.400000000001
EMP-10423,Engineering,2013,Mid Level,84906,Hybrid,11,3.0,0,26,No,0.23950913066047988,Low Risk,16981.2
EMP-10424,Finance,2014,Entry Level,47806,Hybrid,10,3.0,2,7,No,0.1814629303604595,Low Risk,9561.2
EMP-10425,Finance,2016,Entry Level,46814,Hybrid,8,2.0,0,41,Yes,0.8460382338220904,High Risk,9362.800000000001
EMP-10426,Marketing,2016,Mid Level,83096,Hybrid,8,4.0,0,12,No,0.23289436336976757,Low Risk,16619.2
EMP-10427,HR,2018,Mid Level,85578,Hybrid,6,3.0,1,2,Yes,0.09023716501262712,Low Risk,17115.600000000002
EMP-10428,Marketing,2023,Executive,200450,Never,1,4.0,0,39,No,0.36694000880569555,Medium Risk,40090.0
EMP-10429,Sales,2015,Senior,125075,Hybrid,9,3.0,0,0,No,0.23619275057095446,Low Risk,25015.0
