Contract_ID,Close_Date,Sales_Region,Subscription_Tier,Acquisition_Channel,Churn_Risk,Monthly_Recurring_Rev,Customer_Acquisition_Cost,Expected_Lifespan_Months,Total_Contract_Value,Customer_Lifetime_Value,LTV_to_CAC_Ratio
9004980,2022-01-22,North America,Enterprise,Partner Referral,Medium,4491,684,35,157185,133607.25,195.33
9000936,2022-01-22,North America,Starter,Partner Referral,Low,104,806,12,1248,1060.8,1.32
9003485,2022-01-22,EMEA,Starter,Inbound Organic,High,96,456,15,1440,1224.0,2.68
9009774,2022-01-22,North America,Team,Inbound Organic,Low,429,590,18,7722,6563.7,11.12
9005816,2022-01-22,EMEA,Professional,Outbound Sales,Low,1174,4229,36,42264,35924.4,8.49
9003278,2022-01-22,EMEA,Starter,Paid Ads,Low,91,1362,12,1092,928.1999999999999,0.68
9004470,2022-01-22,North America,Team,Outbound Sales,High,397,3482,24,9528,8098.8,2.33
9000799,2022-01-22,North America,Starter,Inbound Organic,Low,93,493,15,1395,1185.75,2.41
9006208,2022-01-22,EMEA,Starter,Partner Referral,High,101,740,12,1212,1030.2,1.39
9007781,2022-01-22,North America,Team,Paid Ads,Medium,362,1155,25,9050,7692.5,6.66
9007414,2022-01-22,EMEA,Starter,Outbound Sales,Low,104,3582,14,1456,1237.6,0.35
9006238,2022-01-22,North America,Professional,Inbound Organic,High,1160,450,40,46400,39440.0,87.64
9003651,2022-01-22,North America,Starter,Inbound Organic,Low,96,436,15,1440,1224.0,2.81
9001593,2022-01-22,North America,Team,Outbound Sales,Low,390,2865,31,12090,10276.5,3.59
9004315,2022-01-22,EMEA,Starter,Outbound Sales,Low,96,3829,10,960,816.0,0.21
9001712,2022-01-22,EMEA,Enterprise,Outbound Sales,Medium,4134,2960,58,239772,203806.19999999998,68.85
9005562,2022-01-22,EMEA,Enterprise,Paid Ads,Low,4873,1344,58,282634,240238.9,178.75
9006303,2022-01-22,EMEA,Team,Inbound Organic,Medium,421,585,27,11367,9661.949999999999,16.52
9000236,2022-01-22,LATAM,Professional,Paid Ads,Low,1213,1161,28,33964,28869.399999999998,24.87
9005437,2022-01-22,APAC,Starter,Outbound Sales,Low,93,3747,12,1116,948.6,0.25
9003006,2022-01-22,EMEA,Enterprise,Outbound Sales,Low,4079,2911,55,224345,190693.25,65.51
9000564,2022-01-23,EMEA,Starter,Partner Referral,Medium,108,672,15,1620,1377.0,2.05
9004292,2022-01-23,EMEA,Enterprise,Paid Ads,Low,4489,1069,52,233428,198413.8,185.61
9008805,2022-01-23,North America,Professional,Inbound Organic,Medium,1295,417,32,41440,35224.0,84.47
9002282,2022-01-23,EMEA,Professional,Outbound Sales,Low,1141,3979,26,29666,25216.1,6.34
9006296,2022-01-23,EMEA,Team,Inbound Organic,Low,362,563,25,9050,7692.5,13.66
9006381,2022-01-23,North America,Enterprise,Inbound Organic,Medium,4343,572,38,165034,140278.9,245.24
9008008,2022-01-23,EMEA,Starter,Outbound Sales,Low,99,2945,12,1188,1009.8,0.34
9002823,2022-01-23,LATAM,Professional,Paid Ads,Low,1309,1438,41,53669,45618.65,31.72
9007684,2022-01-23,EMEA,Enterprise,Partner Referral,Low,4381,742,48,210288,178744.8,240.9
9006002,2022-01-23,North America,Team,Outbound Sales,Low,390,3347,23,8970,7624.5,2.28
9004905,2022-01-23,North America,Enterprise,Paid Ads,Medium,4870,1435,44,214280,182138.0,126.93
9005052,2022-01-24,EMEA,Enterprise,Inbound Organic,Low,4151,585,43,178493,151719.05,259.35
9008242,2022-01-24,EMEA,Team,Inbound Organic,Low,387,489,27,10449,8881.65,18.16
9005157,2022-01-24,EMEA,Starter,Outbound Sales,Low,94,3039,8,752,639.1999999999999,0.21
9000067,2022-01-24,EMEA,Starter,Outbound Sales,Medium,94,4223,9,846,719.1,0.17
9004084,2022-01-24,North America,Professional,Partner Referral,Low,1160,771,46,53360,45356.0,58.83
9007794,2022-01-24,North America,Starter,Outbound Sales,Low,106,3473,9,954,810.9,0.23
9007779,2022-01-24,North America,Enterprise,Inbound Organic,Low,4752,538,37,175824,149450.4,277.79
9007021,2022-01-24,North America,Starter,Paid Ads,Low,97,996,10,970,824.5,0.83
9002657,2022-01-24,North America,Enterprise,Outbound Sales,Low,4610,3083,49,225890,192006.5,62.28
9006034,2022-01-24,EMEA,Starter,Outbound Sales,Medium,104,4237,9,936,795.6,0.19
9002270,2022-01-24,North America,Starter,Paid Ads,Low,99,1170,12,1188,1009.8,0.86
9002309,2022-01-24,APAC,Professional,Inbound Organic,Low,1297,459,29,37613,31971.05,69.65
9003162,2022-01-24,EMEA,Professional,Outbound Sales,Low,1232,4059,43,52976,45029.6,11.09
9007580,2022-01-24,LATAM,Team,Inbound Organic,Low,373,583,26,9698,8243.3,14.14
9001238,2022-01-24,APAC,Team,Paid Ads,Low,435,1449,21,9135,7764.75,5.36
9006904,2022-01-24,North America,Enterprise,Inbound Organic,Low,4680,612,56,262080,222768.0,364.0
9008947,2022-01-25,North America,Enterprise,Partner Referral,Low,4501,843,55,247555,210421.75,249.61
9005242,2022-01-25,EMEA,Starter,Outbound Sales,Low,106,2998,10,1060,901.0,0.3
9007111,2022-01-25,North America,Professional,Outbound Sales,Low,1263,2837,35,44205,37574.25,13.24
9001484,2022-01-25,North America,Professional,Outbound Sales,Low,1129,3685,33,37257,31668.45,8.59
9005968,2022-01-25,North America,Team,Inbound Organic,Low,402,436,24,9648,8200.8,18.81
9005813,2022-01-25,North America,Team,Partner Referral,Low,420,660,24,10080,8568.0,12.98
9008620,2022-01-25,North America,Professional,Inbound Organic,Low,1081,557,34,36754,31240.899999999998,56.09
9006016,2022-01-25,APAC,Team,Inbound Organic,Low,405,586,20,8100,6885.0,11.75
9005208,2022-01-26,North America,Professional,Inbound Organic,High,1219,502,39,47541,40409.85,80.5
9007618,2022-01-26,North America,Team,Partner Referral,Low,428,919,20,8560,7276.0,7.92
9004939,2022-01-26,EMEA,Team,Inbound Organic,Low,361,471,19,6859,5830.15,12.38
9001512,2022-01-26,EMEA,Starter,Partner Referral,Low,101,906,15,1515,1287.75,1.42
9003061,2022-01-26,North America,Professional,Paid Ads,High,1106,1300,32,35392,30083.2,23.14
9002376,2022-01-26,North America,Professional,Inbound Organic,Medium,1225,476,45,55125,46856.25,98.44
9002495,2022-01-26,APAC,Team,Partner Referral,Low,381,755,30,11430,9715.5,12.87
9009578,2022-01-26,APAC,Professional,Outbound Sales,High,1129,3712,35,39515,33587.75,9.05
9005959,2022-01-26,EMEA,Team,Outbound Sales,Medium,412,3508,29,11948,10155.8,2.9
9000761,2022-01-26,North America,Starter,Inbound Organic,Low,95,526,10,950,807.5,1.54
9008995,2022-01-26,North America,Enterprise,Outbound Sales,Low,4081,4163,47,191807,163035.94999999998,39.16
9009416,2022-01-26,APAC,Starter,Outbound Sales,Medium,104,3900,15,1560,1326.0,0.34
9001999,2022-01-27,North America,Team,Inbound Organic,Low,366,521,20,7320,6222.0,11.94
9004137,2022-01-27,North America,Team,Inbound Organic,Low,394,470,20,7880,6698.0,14.25
9009195,2022-01-27,North America,Starter,Outbound Sales,Medium,107,4259,11,1177,1000.4499999999999,0.23
9004143,2022-01-27,LATAM,Professional,Outbound Sales,Low,1280,4255,39,49920,42432.0,9.97
9005828,2022-01-27,APAC,Team,Paid Ads,Low,418,1086,30,12540,10659.0,9.81
9004858,2022-01-27,EMEA,Starter,Inbound Organic,Medium,106,495,11,1166,991.1,2.0
9002194,2022-01-28,EMEA,Enterprise,Outbound Sales,Medium,4456,3926,57,253992,215893.19999999998,54.99
9000873,2022-01-28,North America,Team,Paid Ads,Low,436,1394,16,6976,5929.599999999999,4.25
9009717,2022-01-28,EMEA,Starter,Inbound Organic,Low,100,466,11,1100,935.0,2.01
9006401,2022-01-28,EMEA,Professional,Paid Ads,Low,1095,1136,27,29565,25130.25,22.12
9006082,2022-01-28,EMEA,Starter,Inbound Organic,Low,91,600,12,1092,928.1999999999999,1.55
9004567,2022-01-28,LATAM,Professional,Outbound Sales,Low,1248,4190,45,56160,47736.0,11.39
9002523,2022-01-28,North America,Starter,Inbound Organic,High,105,576,13,1365,1160.25,2.01
9009927,2022-01-28,APAC,Team,Outbound Sales,Low,382,4238,31,11842,10065.699999999999,2.38
9008867,2022-01-28,APAC,Starter,Inbound Organic,High,100,462,12,1200,1020.0,2.21
9000549,2022-01-28,North America,Team,Paid Ads,Low,393,1127,20,7860,6681.0,5.93
9007418,2022-01-28,North America,Starter,Outbound Sales,Low,101,3973,11,1111,944.35,0.24
9009641,2022-01-28,EMEA,Team,Inbound Organic,Medium,439,466,17,7463,6343.55,13.61
9008477,2022-01-28,North America,Starter,Inbound Organic,Low,93,476,14,1302,1106.7,2.33
9002144,2022-01-28,North America,Starter,Outbound Sales,Low,96,3204,14,1344,1142.3999999999999,0.36
9006209,2022-01-28,APAC,Professional,Paid Ads,High,1160,1453,27,31320,26622.0,18.32
9005532,2022-01-29,North America,Team,Inbound Organic,Medium,433,545,21,9093,7729.05,14.18
9007736,2022-01-29,North America,Professional,Paid Ads,High,1224,1141,31,37944,32252.399999999998,28.27
9001954,2022-01-29,LATAM,Professional,Inbound Organic,Low,1200,492,36,43200,36720.0,74.63
9003966,2022-01-29,EMEA,Starter,Paid Ads,Low,97,1214,10,970,824.5,0.68
9001180,2022-01-29,EMEA,Team,Inbound Organic,Medium,363,589,18,6534,5553.9,9.43
9005657,2022-01-29,EMEA,Enterprise,Partner Referral,Low,4732,988,59,279188,237309.8,240.19
9009864,2022-01-29,North America,Professional,Outbound Sales,High,1209,4195,43,51987,44188.95,10.53
9001653,2022-01-29,North America,Professional,Outbound Sales,Low,1165,3891,26,30290,25746.5,6.62
9008743,2022-01-29,North America,Team,Inbound Organic,Medium,418,607,28,11704,9948.4,16.39
9005795,2022-01-29,EMEA,Enterprise,Inbound Organic,Low,4442,450,48,213216,181233.6,402.74
9005132,2022-01-30,North America,Team,Paid Ads,Low,365,1317,27,9855,8376.75,6.36
9008781,2022-01-30,APAC,Team,Inbound Organic,Medium,416,518,19,7904,6718.4,12.97
9005611,2022-01-30,APAC,Team,Inbound Organic,Low,403,553,29,11687,9933.949999999999,17.96
9000565,2022-01-30,LATAM,Starter,Partner Referral,Low,105,787,9,945,803.25,1.02
9001460,2022-01-30,EMEA,Starter,Outbound Sales,Low,104,4309,12,1248,1060.8,0.25
9006507,2022-01-30,North America,Team,Outbound Sales,Low,385,3778,23,8855,7526.75,1.99
9002490,2022-01-30,North America,Professional,Paid Ads,Medium,1200,1066,43,51600,43860.0,41.14
9009044,2022-01-30,North America,Starter,Partner Referral,Low,102,854,13,1326,1127.1,1.32
9008908,2022-01-30,EMEA,Enterprise,Inbound Organic,Low,4738,535,52,246376,209419.6,391.44
9008546,2022-01-30,North America,Enterprise,Outbound Sales,Low,4467,3438,44,196548,167065.8,48.59
9000445,2022-01-30,APAC,Team,Inbound Organic,Medium,436,430,29,12644,10747.4,24.99
9009219,2022-01-30,APAC,Team,Paid Ads,Low,402,1247,26,10452,8884.199999999999,7.12
9005742,2022-01-30,North America,Team,Partner Referral,Low,384,832,18,6912,5875.2,7.06
9001173,2022-01-30,North America,Team,Paid Ads,Low,436,1141,20,8720,7412.0,6.5
9002818,2022-01-30,North America,Professional,Inbound Organic,Low,1140,623,46,52440,44574.0,71.55
9003841,2022-01-30,North America,Team,Inbound Organic,Medium,383,494,30,11490,9766.5,19.77
9005413,2022-01-31,EMEA,Team,Inbound Organic,Medium,381,544,25,9525,8096.25,14.88
9000890,2022-01-31,EMEA,Starter,Partner Referral,Medium,92,864,15,1380,1173.0,1.36
9008719,2022-01-31,EMEA,Starter,Partner Referral,Low,91,655,10,910,773.5,1.18
9000518,2022-01-31,EMEA,Professional,Inbound Organic,Low,1285,544,34,43690,37136.5,68.27
9003633,2022-01-31,APAC,Starter,Inbound Organic,Medium,92,544,8,736,625.6,1.15
9003656,2022-01-31,EMEA,Team,Inbound Organic,Low,412,428,19,7828,6653.8,15.55
9006304,2022-01-31,APAC,Team,Paid Ads,Low,385,1215,25,9625,8181.25,6.73
9007701,2022-01-31,North America,Team,Paid Ads,Low,374,1120,17,6358,5404.3,4.83
9009239,2022-01-31,APAC,Starter,Inbound Organic,Medium,108,407,9,972,826.1999999999999,2.03
9001860,2022-01-31,North America,Team,Inbound Organic,Low,371,466,17,6307,5360.95,11.5
9008849,2022-01-31,APAC,Professional,Outbound Sales,Low,1290,3253,33,42570,36184.5,11.12
9006247,2022-01-31,North America,Starter,Outbound Sales,Low,101,3565,14,1414,1201.8999999999999,0.34
9008891,2022-01-31,APAC,Professional,Partner Referral,High,1243,750,27,33561,28526.85,38.04
9009424,2022-01-31,APAC,Starter,Outbound Sales,High,104,3006,8,832,707.1999999999999,0.24
9003554,2022-02-01,LATAM,Professional,Inbound Organic,Low,1219,505,42,51198,43518.299999999996,86.17
9007689,2022-02-01,North America,Professional,Partner Referral,Low,1311,676,28,36708,31201.8,46.16
9007862,2022-02-01,North America,Team,Outbound Sales,Low,412,3373,29,11948,10155.8,3.01
9008427,2022-02-01,North America,Professional,Paid Ads,Low,1261,1172,33,41613,35371.049999999996,30.18
9000980,2022-02-01,EMEA,Team,Outbound Sales,Low,438,3087,26,11388,9679.8,3.14
9008877,2022-02-01,LATAM,Team,Inbound Organic,High,374,515,27,10098,8583.3,16.67
9004988,2022-02-01,EMEA,Starter,Partner Referral,Low,99,811,14,1386,1178.1,1.45
9003183,2022-02-01,APAC,Team,Inbound Organic,Low,403,562,19,7657,6508.45,11.58
9002476,2022-02-01,EMEA,Starter,Outbound Sales,Low,103,4226,11,1133,963.05,0.23
9003596,2022-02-02,APAC,Team,Outbound Sales,Low,364,3719,23,8372,7116.2,1.91
9004392,2022-02-02,EMEA,Professional,Partner Referral,Low,1105,681,43,47515,40387.75,59.31
9002097,2022-02-02,North America,Professional,Outbound Sales,Low,1118,4119,42,46956,39912.6,9.69
9001630,2022-02-02,North America,Professional,Inbound Organic,Medium,1222,417,37,45214,38431.9,92.16
9005044,2022-02-02,North America,Team,Inbound Organic,Low,386,568,20,7720,6562.0,11.55
9005851,2022-02-02,North America,Starter,Outbound Sales,Low,103,3305,10,1030,875.5,0.26
9004455,2022-02-02,APAC,Professional,Partner Referral,Low,1294,710,38,49172,41796.2,58.87
9000241,2022-02-02,North America,Team,Inbound Organic,High,407,447,18,7326,6227.099999999999,13.93
9009193,2022-02-02,APAC,Starter,Paid Ads,Low,99,1410,13,1287,1093.95,0.78
9003556,2022-02-02,APAC,Professional,Paid Ads,Low,1310,1355,27,35370,30064.5,22.19
9000955,2022-02-02,EMEA,Starter,Inbound Organic,Low,103,598,14,1442,1225.7,2.05
9001299,2022-02-02,EMEA,Team,Paid Ads,Medium,375,1381,26,9750,8287.5,6.0
9008424,2022-02-02,LATAM,Starter,Paid Ads,Low,90,965,9,810,688.5,0.71
9007310,2022-02-02,North America,Starter,Partner Referral,Low,95,661,9,855,726.75,1.1
9009413,2022-02-02,North America,Team,Inbound Organic,Medium,429,496,22,9438,8022.3,16.17
9009953,2022-02-03,North America,Starter,Inbound Organic,Low,94,609,11,1034,878.9,1.44
9001242,2022-02-03,LATAM,Team,Inbound Organic,Low,372,531,26,9672,8221.199999999999,15.48
9000937,2022-02-03,APAC,Team,Paid Ads,Low,374,1367,25,9350,7947.5,5.81
9000823,2022-02-03,EMEA,Professional,Inbound Organic,Low,1177,486,29,34133,29013.05,59.7
9007503,2022-02-03,North America,Team,Paid Ads,Low,431,1452,28,12068,10257.8,7.06
9000941,2022-02-03,EMEA,Starter,Partner Referral,Low,98,824,12,1176,999.6,1.21
9008759,2022-02-03,EMEA,Enterprise,Partner Referral,Low,4331,991,34,147254,125165.9,126.3
9008070,2022-02-03,North America,Team,Inbound Organic,High,404,476,29,11716,9958.6,20.92
9009244,2022-02-03,North America,Professional,Inbound Organic,Medium,1188,434,29,34452,29284.2,67.48
9000350,2022-02-03,LATAM,Starter,Outbound Sales,Low,102,3615,11,1122,953.6999999999999,0.26
9000597,2022-02-04,APAC,Starter,Partner Referral,Low,106,790,13,1378,1171.3,1.48
9004842,2022-02-04,North America,Team,Inbound Organic,Low,397,508,24,9528,8098.8,15.94
9002412,2022-02-04,North America,Professional,Paid Ads,Medium,1220,1458,42,51240,43554.0,29.87
9001098,2022-02-04,North America,Professional,Outbound Sales,Low,1165,2814,40,46600,39610.0,14.08
9006856,2022-02-04,North America,Starter,Outbound Sales,Low,107,3377,12,1284,1091.3999999999999,0.32
9003580,2022-02-04,EMEA,Team,Inbound Organic,Low,399,480,19,7581,6443.849999999999,13.42
9006262,2022-02-04,EMEA,Team,Outbound Sales,Low,381,3465,30,11430,9715.5,2.8
9008586,2022-02-04,North America,Team,Outbound Sales,Low,382,3618,19,7258,6169.3,1.71
9003494,2022-02-04,EMEA,Enterprise,Inbound Organic,Low,4766,526,45,214470,182299.5,346.58
9006248,2022-02-04,APAC,Starter,Outbound Sales,Medium,104,4147,10,1040,884.0,0.21
9001357,2022-02-04,LATAM,Team,Outbound Sales,Medium,439,4114,22,9658,8209.3,2.0
9001682,2022-02-04,EMEA,Professional,Inbound Organic,High,1265,501,46,58190,49461.5,98.73
9006171,2022-02-05,EMEA,Team,Outbound Sales,Low,380,2852,22,8360,7106.0,2.49
9001962,2022-02-05,North America,Team,Inbound Organic,Low,390,455,17,6630,5635.5,12.39
9002240,2022-02-05,North America,Professional,Outbound Sales,High,1092,3047,43,46956,39912.6,13.1
9000691,2022-02-05,North America,Starter,Outbound Sales,Low,89,3005,11,979,832.15,0.28
9000416,2022-02-05,North America,Professional,Paid Ads,Low,1150,1094,41,47150,40077.5,36.63
9005162,2022-02-05,EMEA,Team,Inbound Organic,Low,385,485,21,8085,6872.25,14.17
9003891,2022-02-05,North America,Enterprise,Paid Ads,Medium,4527,977,39,176553,150070.05,153.6
9009982,2022-02-05,EMEA,Enterprise,Inbound Organic,Low,4765,407,56,266840,226814.0,557.28
9007946,2022-02-05,APAC,Team,Paid Ads,Low,408,1452,19,7752,6589.2,4.54
9009796,2022-02-05,EMEA,Professional,Inbound Organic,Medium,1165,567,30,34950,29707.5,52.39
9006090,2022-02-05,LATAM,Starter,Partner Referral,Low,98,644,9,882,749.6999999999999,1.16
9003902,2022-02-05,North America,Starter,Inbound Organic,Low,101,529,9,909,772.65,1.46
9005728,2022-02-06,EMEA,Professional,Paid Ads,Low,1168,1499,46,53728,45668.799999999996,30.47
9005108,2022-02-06,EMEA,Team,Inbound Organic,Medium,394,452,20,7880,6698.0,14.82
9002745,2022-02-06,APAC,Team,Paid Ads,Low,428,1289,18,7704,6548.4,5.08
9002410,2022-02-06,EMEA,Starter,Paid Ads,High,92,1373,10,920,782.0,0.57
9003636,2022-02-06,North America,Team,Inbound Organic,Low,418,526,25,10450,8882.5,16.89
9006970,2022-02-06,North America,Team,Outbound Sales,Low,377,3961,20,7540,6409.0,1.62
9007621,2022-02-06,North America,Starter,Paid Ads,Medium,91,1342,12,1092,928.1999999999999,0.69
9008527,2022-02-06,North America,Professional,Inbound Organic,High,1317,525,46,60582,51494.7,98.09
9002763,2022-02-06,LATAM,Professional,Paid Ads,Low,1252,1450,39,48828,41503.799999999996,28.62
9000459,2022-02-06,LATAM,Starter,Partner Referral,Low,96,784,13,1248,1060.8,1.35
9007479,2022-02-06,North America,Professional,Inbound Organic,Medium,1173,483,44,51612,43870.2,90.83
9006975,2022-02-06,North America,Starter,Paid Ads,High,98,1383,15,1470,1249.5,0.9
9001663,2022-02-07,EMEA,Starter,Outbound Sales,Low,101,3061,12,1212,1030.2,0.34
9008313,2022-02-07,EMEA,Starter,Outbound Sales,Low,107,3622,12,1284,1091.3999999999999,0.3
9007216,2022-02-07,APAC,Starter,Outbound Sales,Low,90,3452,10,900,765.0,0.22
9006113,2022-02-07,EMEA,Starter,Outbound Sales,High,108,4352,15,1620,1377.0,0.32
9005340,2022-02-07,North America,Team,Paid Ads,Medium,390,1018,25,9750,8287.5,8.14
9000312,2022-02-07,North America,Team,Inbound Organic,Low,375,430,28,10500,8925.0,20.76
9001672,2022-02-07,EMEA,Enterprise,Outbound Sales,Low,4142,3399,45,186390,158431.5,46.61
9008203,2022-02-07,EMEA,Professional,Outbound Sales,Low,1196,3902,30,35880,30498.0,7.82
9000065,2022-02-07,EMEA,Team,Paid Ads,Low,401,1075,17,6817,5794.45,5.39
9001758,2022-02-07,EMEA,Starter,Inbound Organic,Low,104,585,11,1144,972.4,1.66
9007109,2022-02-07,APAC,Professional,Partner Referral,Low,1113,828,32,35616,30273.6,36.56
9009151,2022-02-08,EMEA,Team,Paid Ads,Low,363,1376,23,8349,7096.65,5.16
9008931,2022-02-08,APAC,Enterprise,Inbound Organic,Low,4285,479,37,158545,134763.25,281.34
9003637,2022-02-08,LATAM,Team,Outbound Sales,Low,423,3779,20,8460,7191.0,1.9
9005652,2022-02-08,APAC,Team,Inbound Organic,Low,391,411,22,8602,7311.7,17.79
9001289,2022-02-08,LATAM,Starter,Outbound Sales,Low,90,3398,13,1170,994.5,0.29
9003490,2022-02-08,APAC,Enterprise,Inbound Organic,Medium,4799,574,51,244749,208036.65,362.43
9004206,2022-02-08,North America,Professional,Partner Referral,Medium,1192,913,32,38144,32422.399999999998,35.51
9006606,2022-02-08,North America,Starter,Outbound Sales,Medium,94,3158,9,846,719.1,0.23
9008202,2022-02-08,APAC,Team,Inbound Organic,Low,388,407,18,6984,5936.4,14.59
9000140,2022-02-08,EMEA,Team,Outbound Sales,Low,398,3720,26,10348,8795.8,2.36
9002983,2022-02-08,EMEA,Team,Partner Referral,Low,400,706,18,7200,6120.0,8.67
9000900,2022-02-08,EMEA,Team,Partner Referral,Low,389,930,25,9725,8266.25,8.89
9002092,2022-02-08,EMEA,Starter,Inbound Organic,Low,107,485,8,856,727.6,1.5
9008927,2022-02-09,North America,Starter,Inbound Organic,Low,102,624,14,1428,1213.8,1.95
9001754,2022-02-09,APAC,Starter,Outbound Sales,Low,92,3726,8,736,625.6,0.17
9005923,2022-02-09,North America,Professional,Inbound Organic,Low,1119,499,39,43641,37094.85,74.34
9000519,2022-02-09,North America,Starter,Partner Referral,Low,106,671,8,848,720.8,1.07
9009829,2022-02-09,APAC,Team,Paid Ads,Low,384,1440,19,7296,6201.599999999999,4.31
